,url,title,verdict,short_justification,date
351,https://fakehunter.pap.pl/raport/e88f2098-0bc5-4a30-a3e3-4b4c4f37d067,"Czy przed ludźmi ukrywa się fakt, że szczepionki na COVID-19 narażają na cięższy przebieg tej choroby?",Fake News,"W zgłoszonym tekście możemy przeczytać, że szczepionki przeciwko COVID-19 zwiększają ryzyko ciężkiego przebiegu tej choroby, a informacja o tym utrzymywana jest w tajemnicy. To nieprawda. Badania wyka...", 06-07-2021
352,https://fakehunter.pap.pl/raport/09bc94ff-0c3d-493a-a1d0-4057bbaba1c6,Czy 98-99 proc. zawartości fiolki ze szczepionką na COVID-19 stanowi tlenek grafenu?,Fake News,"W zgłoszonym video możemy usłyszeć, że 98-99 proc. zawartości fiolki ze szczepionką przeciwko COVID-19 to tlenek grafenu. To nieprawda. Tlenek grafenu w fiolce ze szczepionką miał wykryć znany hiszpa...", 06-07-2021
353,https://fakehunter.pap.pl/raport/ef5d2a86-4b4f-4ef1-901c-5f41ef174a9b,Czy wszyscy dorośli w Tadżykistanie będą musieli zaszczepić się na Covid-19?,Prawda,"Według informacji podanych przez państwowe media Tadżykistanu, informacja o tym, że wszystkie osoby powyżej 18 r. życia w tym kraju będą musiały zaszczepić się na COVID-19 jest prawdziwa. Obowiązek sz...", 06-07-2021
354,https://fakehunter.pap.pl/raport/61b74cf8-c2af-4c91-b5ae-c16bfd490b6a,Czy armia amerykańska zamierza do września wprowadzić u siebie obowiązek szczepienia na Covid-19?,Fake News,"Z tytułu zgłoszonego artykułu, pochodzącego z portalu winepressnews.com, dowiadujemy się, że do września br. amerykańska armia wprowadzi obowiązkowe szczepienia przeciwko Covid-19. To manipulacja poni...", 05-07-2021
355,https://fakehunter.pap.pl/raport/1996b148-9fb9-438f-b28c-a29292372eda,"Czy Niemcy, Francja i WHO odradzają szczepienia dzieci na Covid-19?",Fake News,"Nieprawdą jest, że WHO, Niemcy i Francja odradzają szczepienia dzieci. W zaktualizowanych zaleceniach WHO wskazała m.in., że szczepionka Pfizer/BionTech jest odpowiednia do stosowania przez osoby w wi...", 05-07-2021
356,https://fakehunter.pap.pl/raport/e6695743-cbf7-4d3d-9572-f8f97b1358c5,Czy większość osób łapiących i umierających na Covid-19 i wariant Delta to zaszczepieni?,Fake News,"Nie jest prawdą, że większość osób umierających na COVID-19 (i zakażonych wariantem Delta) to osoby w pełni zaszczepione. Choć rzeczywiście również takie osoby zakażają się i umierają. Warto prześled...", 05-07-2021
357,https://fakehunter.pap.pl/raport/93f7542a-4b1e-4ded-9117-f5ed0195d6cb,"Czy źródło, na które powołuje się autor wpisu jest wiarygodne?",Fake News,"Autor zgłoszonego wpisu z Twittera wzywa członków Rady Medycznej przy premierze RP do skomentowania pracy pt. “The Safety of Covid-19 Vaccinations—We Should Rethink the Policy, opublikowanej w czasop...", 05-07-2021
358,https://fakehunter.pap.pl/raport/ee635d71-6303-43f9-b316-031e5f88d841,"Czy noszenie maseczek jest szczególnie niebezpieczne dla dzieci, bo wdychają sześciokrotność bezpiecznej dawki dwutlenku węgla?",Fake News,"Na to, że noszenie maseczek jest niebezpieczne dla dzieci wskazywało badanie opublikowane przez prestiżowy „The Journal of the American Medical Association (JAMA)” zatytułowane „Eksperymentalna ocena ...", 05-07-2021
359,https://fakehunter.pap.pl/raport/ee484466-3e6a-4590-a6ac-986b2842e61c,"Czy, jeśli chce się odsprzedawać nadwyżki energii, nie wolno brać dofinansowania na instalację fotowoltaiczną?",Fake News,"Nie jest prawdą, że aby sprzedawać nadwyżki energii wyprodukowanej w ramach własnej instalacji fotowoltaicznej, nie wolno brać dofinansowania na jej budowę. Prosumenci, którzy uzyskają wsparcie z pro...", 05-07-2021
360,https://fakehunter.pap.pl/raport/e85c3fa6-29de-440f-bda8-4493bffd52ae,Czy system raportowania NOP po szczepieniu przeciwko Covid-19 nie jest wiarygodny?,Fake News,"Autor zgłoszonego tekstu z portalu neon24.pl przekonuje, że system raportowania i rejestrowania danych dotyczących niepożądanych odczynów po szczepieniu przeciwko Covid-19 jest niedoszacowany i „nie d...", 05-07-2021
361,https://fakehunter.pap.pl/raport/7877b8c7-066e-4f99-be8a-332cdcaf8063,"Czy pandemia rozprzestrzeniła się, bo tlenek grafenu znajdujący się w szczepionkach reaguje z promieniowaniem sieci 5G?",Fake News,W żadnej z dostępnych szczepionek nie ma tlenku grafenu. Nie stwierdzono go również na etapie żadnych wiarygodnych badań naukowych. Listę składników użytych do produkcji szczepionek przeciw COVID-19 p..., 02-07-2021
362,https://fakehunter.pap.pl/raport/d97cee47-c6c2-4f1a-a352-42e94a858815,"Czy medycyna konwencjonalna dominuje dziś na świecie dlatego, że powołał ją i sponsorował Rockefeller?",Fake News,"Zawarta w zgłoszonym do weryfikacji materiale teza, według której współczesna medycyna została ukształtowana i wylansowana przez pierwszego amerykańskiego miliardera Johna D. Rockefellera – kosztem ze...", 02-07-2021
363,https://fakehunter.pap.pl/raport/ddfd68dd-bf87-49fc-b07b-0532702f88d5,Czy za wprowadzeniem certyfikatu szczepionkowego UE głosowali wyłącznie europosłowie Zjednoczonej Prawicy?,Fake News,"Wbrew sugestii zawartej w zgłoszonym wpisie z Twittera, za wprowadzeniem unijnego certyfikatu szczepień, ułatwiającego podróżowanie po Europie, w PE głosowali nie tylko europosłowie Zjednoczonej Prawi...", 01-07-2021
364,https://fakehunter.pap.pl/raport/97022cd2-c10c-40eb-b180-7c8b6b323462,Czy szczepionki na COVID-19 zabiły w Kolumbii Brytyjskiej 486 osób w cztery dni?,Fake News,"Autor zgłoszonego artykułu twierdzi, że w ostatnich dniach w Kanadzie z powodu szczepień przeciwko COVID-19 zmarło 486 osób. To nieprawda. Jak podają media, Kolumbia Brytyjska zarejestrowała 486 zgon...", 01-07-2021
365,https://fakehunter.pap.pl/raport/b47d747b-e18a-4847-8ee2-1efce3582276,"Czy wariant Delta uderza tylko w kraje, w których pomaga to w realizacji planów politycznych?",Fake News,"Fake news. Przenoszenie się chorób zakaźnych, w tym wariantu Delta koronawirusa SARS-Cov-2 nie ma nic wspólnego z polityką - rozprzestrzenianiu się wirusów sprzyjają złe nawyki higieniczne, brak ostro...", 01-07-2021
366,https://fakehunter.pap.pl/raport/727c952d-6936-48bc-8aee-7832661b6933,"Czy od września wejdą w życie przepisy, na mocy których wystawcy na targach będą musieli mieć certyfikat szczepień?",Fake News,Rząd nie planuje ani nawet nie rozmawia o wprowadzeniu rozwiązań w zakresie przymusu szczepienia przeciwko COVID-19. Obecnie obowiązujące przepisy epidemiczne dotyczące branży targowej określają jedyn..., 01-07-2021
367,https://fakehunter.pap.pl/raport/74c04652-a023-4d4e-afd8-5c67a743da90,"Czy, według portugalskiego sądu, na Covid-19 zmarły w tym kraju 152 osoby, a nie 17 tysięcy?",Fake News,"Rozpowszechniany na Twitterze wpis o tym jakoby w Portugali z powodu koronawirusa zmarły 152 osoby to fake news, którego źródłem uwiarygadniającym fałszywy przekaz stał się wyrwany z kontekstu fragmen...", 30-06-2021
368,https://fakehunter.pap.pl/raport/92d06acf-e443-4d18-b2da-bf2d424837e9,Czy 45-letni Jason Bryan Maurer z Ohio w USA zmarł z powodu szczepienia?,Fake News,"Nie ma żadnych dowodów na to, że śmierć 45-letniego barmana Jasona Bryana Maurera z Ohio, przedstawionego na zdjęciu z artykułu dołączonego do zgłoszonego wpisu z Twittera, miała jakikolwiek związek z...", 30-06-2021
369,https://fakehunter.pap.pl/raport/2d8b75ca-2da9-4d4a-96bf-e0bd19c9d7dc,"Czy umierające dzieci, które nie zostały zaszczepione na Covid-19 (podobnie jak członkowie ich rodzin), nie otrzymają pomocy fundacji Make-A-Wish?",Fake News,"Fundacja Make-A-Wish nie odmawiała, nie odmawia i nie będzie odmawiać spełniania życzeń dzieciom, które nie są zaszczepione – poinformowała fundacja w oświadczeniu wydanym w związku z dezinformacją do...", 30-06-2021
370,https://fakehunter.pap.pl/raport/8a3692fc-8810-4ee8-a0dc-25130f72aa3e,Czy grypa wszędzie zniknęła wraz z nadejściem pandemii COVID-19 i to jeszcze przed wprowadzeniem powszechnego obowiązku noszenia maseczek?,Fake News,"To nieprawda, że grypa zniknęła – jak sugeruje to zgłoszony do weryfikacji materiał. Nie ma co do tego, żadnych wątpliwości: świadczą o tym twarde dane z monitoringu epidemiologicznego pochodzące z wi...", 29-06-2021
371,https://fakehunter.pap.pl/raport/ce382f54-8e80-49cb-9ede-dde3ba13a8b7,"Czy część naszych lekkoatletów rezygnuje z igrzysk w Tokyo, bo zaszczepili się na Covid-19?",Fake News,"Autor zgłoszonego wpisu na Twitterze sugeruje, że rezygnacja niektórych polskich sportowców z udziału w Igrzyskach Olimpijskich w Tokio jest spowodowana powikłaniami po szczepieniach przeciwko Covid-1...", 29-06-2021
372,https://fakehunter.pap.pl/raport/7b548e58-cd45-49cf-a147-a01c86907e11,Czy w Rosji zniesiono obostrzenia i przywrócono normalność już w lipcu 2020 r.?,Fake News,"Przeciwepidemiczne obostrzenia w Rosji obowiązują, co było widać chociażby podczas rozgrywanych w Petersburgu meczy Mistrzostw Europy w Piłce Nożnej. W Rosji zniesiono obostrzenia i przywrócono norma...", 29-06-2021
373,https://fakehunter.pap.pl/raport/50874c9e-0810-4b6b-893d-8bae06f89fa7,"Czy wszystkie linie lotnicze ogłosiły, że nie wpuszczają zaszczepionych na pokłady samolotów?",Fake News,Informacja o zakazie udziału w lotach osób zaszczepionych wprowadzonym przez linie lotnicze ze względu na ryzyko wystąpienia zakrzepów jest całkowicie fałszywa. Międzynarodowe Stowarzyszenie Przewoź..., 29-06-2021
374,https://fakehunter.pap.pl/raport/93c32b14-b5a1-4c30-88b2-914ca4d1ae2f,"Czy ubezpieczyciel nie wypłaci środków, jeśli dowie się, że ubezpieczony został zaszczepiony na Covid-19?",Fake News,"To nieprawda, że ubezpieczyciel nie wypłaci środków, jeśli dowie się, że ubezpieczony zaszczepił się przeciwko COVID-19. Twierdzenia zawarte w filmie opublikowanym w serwisie Facebook to typowy fake n...", 29-06-2021
375,https://fakehunter.pap.pl/raport/715b6f0f-4e01-491d-9c99-fc8b1901a214,Czy zarażeni Covid-19 na Majorce to rzeczywiście zaszczepione dzieci?,Fake News,"Zgłoszony do fact checku wpis w serwisie Twitter zawiera manipulacje dotyczące faktów. Jego autor zestawił dwie różne informacje w taki sposób, by czytelnik odniósł wrażenie, że zakażenia koronawiruse...", 29-06-2021
376,https://fakehunter.pap.pl/raport/e587e79b-4f12-44ba-87bb-63f6b5ddd1ed,Czy wg danych CDC szczepionka nie chroni w pełni zaszczepionych osób?,Fake News,"Według zgłoszonego tekstu, pochodzącego z portalu wolnemedia.net, szczepionka przeciwko Covid-19 nie chroni osób w pełni zaszczepionych. Takie twierdzenie, pojawiające się w tytule tekstu, ma rzekomo ...", 28-06-2021
377,https://fakehunter.pap.pl/raport/0b54b7ab-8fe2-46b4-8269-0938c03512e4,"Czy już wiadomo, że od końca tego roku trzeba będzie samemu zapłacić za szczepionkę na Covid-19?",Fake News,"Nie ma decyzji rządu w sprawie wprowadzenia odpłatności za szczepienie przeciwko Covid-19. Taka możliwość jest na razie rozważana. Z zapowiedzi ministra zdrowia wynika jednak, że szczepienie pozostani...", 28-06-2021
378,https://fakehunter.pap.pl/raport/adf20864-02b7-4636-8424-00e88db3532d,Czy wlewy witaminowe przyśpieszają rekonwalescencję po przejściu Covid-19?,Fake News,"Nie. Witaminami nie leczy się koronawirusa, ani jego następstw. Pamiętajmy, że na wzmocnienie odporności nie ma prostej i błyskawicznej metody, to proces, który musi trwać. Specjaliści przestrzegają, ...", 28-06-2021
379,https://fakehunter.pap.pl/raport/5da9ad43-cde3-418e-bade-c1fe1bd48120,Czy w Indiach podano już więcej dawek szczepionki na Covid-19 niż w USA?,Fake News,"Nie jest prawdą, że w Indiach podano już więcej dawek szczepionki przeciwko Covid-19 niż w USA, a tak sugeruje autor zgłoszonego wpisu na Twitterze choć nie podaje żadnych źródeł swoich informacji. ...", 28-06-2021
380,https://fakehunter.pap.pl/raport/1b394f2d-94bb-4e73-bcb3-e02ec949b480,"Czy badania potwierdzają, że w przypadku pilotów istnieje podwyższone ryzyko wystąpienia zakrzepicy po przyjęciu szczepionki na Covid-19?",Fake News,"To fake news. Nie ma żadnych dowodów na poparcie prezentowanego twierdzenia, a wszystkie istniejące dowody przeczą występowaniu jakiegokolwiek związku między szczepieniami, a zgonami pilotów czy odwoł...", 28-06-2021
381,https://fakehunter.pap.pl/raport/5c78828d-ce8f-4a39-bafd-a26b2ce43929,Czy połowa osób zarażonych wariantem Delta w Izraelu to osoby w pełni zaszczepione?,Fake News,"W zgłoszonym wpisie na Twitterze czytamy, że połowa przypadków zakażenia wariantem Delta koronawirusa w Izraelu dotyczy osób w pełni zaszczepionych. To nieprawda. Jak wynika z informacji podanych za...", 26-06-2021
382,https://fakehunter.pap.pl/raport/699bc640-e882-496d-84b0-29b6beda9c94,Czy w szpitalu tymczasowym w Katowicach zmarło aż 86 proc. pacjentów z Covid-19?,Fake News,"Nieprawdziwa jest informacja jakoby aż 86 proc. pacjentów z Covid-19, którzy trafili do szpitala tymczasowego w Katowicach zmarło. Tak wysoki odsetek zgonów dotyczył pacjentów, którzy w bardzo ciężkim...", 26-06-2021
383,https://fakehunter.pap.pl/raport/f7b779a1-ed6c-46e5-b934-5b1ef828880f,Czy od 26 czerwca w sklepach obsługuje się tylko zaszczepionych?,Fake News,"Post zamieszczony na profilu „Ministerstwo Propagandy” w serwisie społecznościowym Facebook zawiera nieprawdziwą informację o tym, jakoby od 26 czerwca sklepy były dostępne jedynie dla osób zaszczepio...", 25-06-2021
384,https://fakehunter.pap.pl/raport/31696183-c63d-4350-9ee7-4cbced1e2db1,Czy w Polsce nie odnotowano u dzieci przypadków PIMS?,Fake News,"To nieprawda. Jak wynika z krajowego rejestru chorób zapalnych dzieci w Polsce na PIMS zachorowało 444 małych pacjentów (stan na 11.06.2021r). Najczęściej chorują dzieci w wieku od 5 do 12 lat, a medi...", 25-06-2021
385,https://fakehunter.pap.pl/raport/2e14083e-9509-41ab-87e0-a53b0dff186c,"Czy ogłoszenie przetargu na usługę przechowywania zwłok oznacza, że brytyjski rząd przygotowuje się na masowe zgony po szczepieniu na Covid-19?",Fake News,"W zgłoszonym tekście możemy przeczytać, że brytyjski rząd, spodziewając się masowych zgonów po szczepieniu, ogłosił przetarg na usługę przechowywania zwłok. To nieprawda. Choć przetarg jest prawdziw...", 25-06-2021
386,https://fakehunter.pap.pl/raport/4531eb4d-6361-4057-8976-419f1ba9ee4d,Czy straszenie wariantem Delta ma służyć wprowadzeniu kolejnego lockdownu w czasie wakacji oraz wykorzystaniu zakupionych szczepionek?,Fake News,"To nieprawda, że jesteśmy straszeni wariantem Delta koronawirusa. On naprawdę jest groźniejszy niż inne warianty, obecne wcześniej w naszym kraju. Badania wykazują, że wariant Delta zbiera śmiertelne ...", 25-06-2021
387,https://fakehunter.pap.pl/raport/bc299fc7-ae03-4ed3-a6f6-7095bf90edcc,Czy zachęcanie bezdomnych do zaszczepienia się na Covid-19 ma na celu ich unicestwienie?,Fake News,"To kłamstwo. Nie ma żadnych przesłanek, by uważać, iż zachęcanie bezdomnych do szczepień miałoby służyć ich unicestwieniu. Szczepienia dla bezdomnych w Łodzi były dobrowolne, a lista zaangażowanych w ...", 23-06-2021
388,https://fakehunter.pap.pl/raport/b213cb8d-9f46-4205-a6ec-2881b87f9abc,Czy szczepionka przeciwko COVID-19 używa Bluetooth do łączenia się z różnymi urządzeniami?,Fake News,"W zgłoszonym tweecie możemy przeczytać, że „(…) numer ich (zaszczepionych) szczepionki widoczny jest na bluetooth (…)”. Zilustrowane jest to zdjęciem telefonu z wyświetloną prośbą o sparowanie z urząd...", 23-06-2021
389,https://fakehunter.pap.pl/raport/99bd44e0-ff52-498f-b3e6-cd9050d8996c,"Czy, jeśli dużo rozmawia się przez komórkę, można wyłysieć?",Fake News,"Intensywne używanie telefonu komórkowego nie powoduje łysienia, wbrew temu, co sugeruje zgłoszony do weryfikacji materiał. Poproszona przez portal Fake Hunter o komentarz w tej sprawie doświadczona ...", 23-06-2021
390,https://fakehunter.pap.pl/raport/7af86d70-0d22-4148-ab18-b47b454a04f3,"Czy USA wsparły Meksyk prawie 1,5 mln dawek szczepionki na Covid-19, ale pod warunkiem, że zostaną nimi zaszczepieni tylko mieszkańcy jednego z czterech dużych miast przygraniczny?",Fake News,"Nie jest prawdą, że przekazując Meksykowi 1,5 mln szczepionek Johnson&Johnson na koronawirusa Stany Zjednoczone postawiły warunek, że mają one zostać użyte tylko w czterech miastach przygranicznych. T...", 23-06-2021
391,https://fakehunter.pap.pl/raport/28a368f8-7601-433a-a72a-22226264be90,Czy szczepionki zabijają ponad 8 razy więcej ludzi niż Covid-19?,Fake News,"Nie jest prawdą, że szczepionki zabijają 8 razy więcej osób niż COVID-19. Tezy zawarte w zgłoszonym artykule nie mają żadnego poparcia w faktachi danych naukowych. Zgłoszony tekst manipuluje danymi ...", 23-06-2021
392,https://fakehunter.pap.pl/raport/32fc064b-5a15-44e7-9555-52fda6158119,Czy korzystanie z sieci przez kabel jest lepsze dla zdrowia niż przez Wi-Fi?,Fake News,"Zgłoszony wpis z FB sugeruje, że korzystanie z sieci za pośrednictwem kabla jest zdrowsze niż poprzez Wi-Fi. To nieprawda. Dotychczasowe badania nie wskazują na jakąkolwiek szkodliwość promieniowania...", 23-06-2021
393,https://fakehunter.pap.pl/raport/cb8898c6-35f5-4657-b76d-3b9a9fb31d59,Czy wariant Delta to eufemizm dla NOP-ów po szczepionce na Covid-19?,Fake News,"Wariant Delta koronawirusa nie jest eufemizmem dla określenia niepożądanych odczynów poszczepiennych (NOP), lecz odmianą patogenu SARS-CoV-2 po raz pierwszy wykrytą w Indiach. Delta, wariant znany r...", 23-06-2021
394,https://fakehunter.pap.pl/raport/35564e18-440a-4b33-bb94-a60c8f7dfa26,"Czy w Niemczech pod respiratorami leżą manekiny, żeby media mogły pokazać, że pandemia wciąż trwa?",Fake News,"W Niemczech pod respiratorami nie leżą manekiny. Wskazane w zgłoszeniu zdjęcie to zrzut ekranu z materiału wideo opublikowanego przez serwis WELT, w którym pokazano jeden z ośrodków szkoleniowych dla ...", 21-06-2021
395,https://fakehunter.pap.pl/raport/59b6e968-c2e0-4d6e-a03e-03e92893b4ea,Czy afrykański pomór świń to amerykańska broń biologiczna?,Fake News,"To stale powracają teoria spiskowa, niepoparta żadnymi dowodami, która ma już w historii kilka odsłon. Już w 2018 roku prokremlowski serwis Sputniknews.lt pisał, że wybuch afrykańskiego pomoru świń na...", 21-06-2021
396,https://fakehunter.pap.pl/raport/7638a5db-012c-46c8-8887-a3877f4d53da,Czy awaria systemu w banku Santander to próba przed likwidacją gotówki i wprowadzeniem kartek?,Fake News,"Niedawna awaria systemu banku Santander nie ma nic wspólnego z próbami likwidacji gotówki i wprowadzeniem kartek. Likwidacja gotówki w Polsce nie jest planowana - wprost przeciwnie, Narodowy Bank Po...", 21-06-2021
397,https://fakehunter.pap.pl/raport/ad6221c8-4d4c-4ead-9a29-70cee8f04f23,"Czy szczepionki mRNA to placebo, a wektorowe powodują, że organizm osoby zaszczepionej produkuje wirusa i zakaża nim, co jest zamierzonym działaniem?",Fake News,"Szczepionki mRNA przeciwko koronawirusowi nie są placebo. Przeszły badania kliniczne, celem udowodnienia ich bezpieczeństwa i skuteczności. Podczas prób połowa ochotników otrzymała szczepionkę, a poło...", 20-06-2021
398,https://fakehunter.pap.pl/raport/33653b9f-f08f-4b56-b0c3-6d545a7bfce6,Czy przez szczepienia na Covid-19 mieszkańcy Izraela zmagają się z masowymi infekcjami różnymi patogenami z powodu osłabienia odporności?,Fake News,"Publikacja pochodząca ze strony robertbrzoza.pl, której autor twierdzi, że masowe szczepienia w Izraelu spowodowały osłabienie odporności populacji zawiera manipulację. Zdaniem dr hab. nauk medycznyc...", 20-06-2021
399,https://fakehunter.pap.pl/raport/2431c907-36a3-4766-9202-d9145b253c04,Czy współczynnik umieralności w wyniku zarażenia wariantem Delta jest sześć razy wyższy u zaszczepionych na Covid-19?,Fake News,"LifeSite, powołując się na raport Public Health England z 18 czerwca, podaje, że śmiertelność z powodu wariantu Delta w Wielkiej Brytanii jest sześciokrotnie wyższa wśród osób, które były w pełni zasz...", 19-06-2021
400,https://fakehunter.pap.pl/raport/c8a73ce9-b6f9-43b4-a6f0-c51147c39e0f,Czy prawdziwa skuteczność szczepionek przeciw COVID-19 jest minimalna?,Fake News,"Autor zgłoszonego tekstu, powołując się na artykuł zamieszczony w czasopiśmie medycznym „The Lancet” twierdzi, że zostaliśmy wprowadzeni w błąd informacjami o wysokiej skuteczności szczepionek, a tak ...", 18-06-2021
401,https://fakehunter.pap.pl/raport/958880e4-9ec1-4c39-8d26-5100ce93e742,"Czy Duńczycy wyliczyli, że od szczepionki na Covid-19 umrze 136 900 Polaków?",Fake News,"W zgłoszonym artykule autor twierdzi, że według duńskich statystyk po szczepieniu umrze 0,37% osób. Nie znamy źródła tych danych i nie jesteśmy w stanie stwierdzić czego konkretnie dotyczą. Z kontekst...", 17-06-2021
402,https://fakehunter.pap.pl/raport/d5a701fd-cfa4-4afc-a70d-359e8f7edfa5,"Czy podaje się antydepresanty matkom w depresji poporodowej, żeby dotruć dziecko?",Fake News,"To typowy przykład teorii spiskowej. Depresja poporodowa to ciężka choroba, która nieleczona może przynieść poważne konsekwencje dla matki i nowonarodzonego dziecka, m.in. brak więzi emocjonalnej międ...", 17-06-2021
403,https://fakehunter.pap.pl/raport/debdeb19-db04-4ebb-9408-83fed54c8e93,Czy szczepionki na Covid-19 wywołują raka prostaty?,Fake News,"To klasyczna dezinformacja. Szczepionki na Covid-19 nie wywołują raka prostaty, ani też żadnego innego nowotworu. Fałszywe twierdzenie, że szczepionki na koronawirusa wydają się powodować masowy wzr...", 17-06-2021
404,https://fakehunter.pap.pl/raport/00d3561f-a026-43b3-91f2-03dbd1e5def4,Czy przed zakażeniem koronawirusem ochroni wyłącznie higiena osobista?,Fake News,"Higiena osobista nie wystarczy, aby uchronić się przed zakażeniem koronawirusem SARS-CoV-2. Co prawda dokładne mycie rąk ciepłą wodą z mydłem przez minimum 30 sekund jest jednym z najskuteczniejszych ...", 17-06-2021
405,https://fakehunter.pap.pl/raport/f1f64c16-a542-4967-b12e-52b423ff7037,"Czy potwierdzono badaniami, że hydroksychlorochina i cynk zwiększają przeżywalność ciężko chorych na COVID-19 o 200%?",Fake News,"Niepodpisany autor w zgłoszonym tekście twierdzi, powołując się na badanie opublikowane w serwisie medRxiv, że podawanie chorym na COVID-19 hydroksychlorochiny i cynku zwiększa przeżywalność o 200%. T...", 16-06-2021
406,https://fakehunter.pap.pl/raport/d1e2acd0-2532-45d4-bfce-c23d7536fb95,Czy w Polsce zataja się rzeczywistą liczbę NOP-ów?,Fake News,"Wskaźnik niepożądanych odczynów po szczepionkach na Covid-19 w Polsce wynosi niespełna 0,05 proc., a w Norwegii 0,5 proc. Nie oznacza to wcale, że w naszym kraju zataja się liczbę NOP-ów. Zgłoszenie...", 16-06-2021
407,https://fakehunter.pap.pl/raport/6a4f77b5-7ecb-445a-92c3-4a43616cf23a,"Czy zgłoszenia działań niepożądanych w Yellow Card są weryfikowane, przez co pozwalają określić stopień zachorowalności i śmiertelności po szczepionkach na Covid-19?",Fake News,"Zgłoszenia do programu Yellow Card nie są potwierdzonymi zgonami lub niepożądanymi reakcjami na szczepionki Covid-19. To niezweryfikowane podejrzenia, zgłaszane przez samych zaszczepionych. Jak donos...", 16-06-2021
408,https://fakehunter.pap.pl/raport/da4ede51-3de1-45a7-b440-13ff4a3d2622,"Czy w pakistańskiej prowincji Pendżab władze chcą blokować karty SIM osobom, które nie zaszczepią się przeciw COVID-19?",Prawda,"Decyzję o blokadzie kart SIM mieszkańców pakistańskiej prowincji Pendżab, którzy nie chcą się szczepić przeciw COVID-19 przedstawiła minister zdrowia prowincji Yasmin Rashid na spotkaniu 10 czerwca 20...", 16-06-2021
409,https://fakehunter.pap.pl/raport/7bd4f2ab-fbe9-4f2d-92a8-728cd9858993,"Czy Arizona chce wykonywać wyroki śmierci używając cyjanowodoru, znanego jako Cyklon B?",Prawda,"Autor zgłoszonego artykułu, powołując się na doniesienia mediów, twierdzi że stan Arizona przygotowuje się do wykonywania wyroków śmierci z użyciem cyjanowodoru. To prawda. W Arizonie, gdzie w celach...", 16-06-2021
410,https://fakehunter.pap.pl/raport/ce0c3caf-4dc0-4700-850d-667f8f2410a0,"Czy szczepionka nie zapewnia żadnych korzyści osobom, które przeszły Covid-19?",Fake News,"Jak tłumaczy prof. Ernest Kuchar, specjalista chorób zakaźnych, kierownik Kliniki Pediatrii z Oddziałem Obserwacyjnym WUM, odporność poszczepienna jest lepsza i silniejsza niż naturalna. Szczepieni są...", 15-06-2021
411,https://fakehunter.pap.pl/raport/0ec64c45-8d76-4f91-8c8e-95a32d142249,Czy Sputnik V ma wyższą skuteczność przeciw wariantowi Delta niż jakakolwiek inna szczepionka na Covid-19?,Fake News,"Obecnie nie jesteśmy w stanie stwierdzić, czy szczepionka Sputnik V jest bardziej skuteczna przeciw wariantowi Delta niż inne tego typu preparaty. Na razie brakuje wiarygodnych informacji, które mogły...", 15-06-2021
412,https://fakehunter.pap.pl/raport/bf72b5c7-77a7-43de-b445-2b9b8c8b497f,Czy szczepionki na Covid-19 pogarszają i przedłużają pandemię?,Fake News,"Nie jest prawdą, że szczepionki na COVID-19 pogarszają i przedłużają pandemię. Materiał źródłowy, który stał się podstawą do tego zgłoszenia, wykorzystuje manipulację danymi prezentowanymi na wykresac...", 14-06-2021
413,https://fakehunter.pap.pl/raport/5f2d4296-ece2-4ae6-b4b5-1dc763b991b3,Czy w szpitalu WIM na Szaserów zmarło ostatnio 27 chłopaków po otrzymaniu szczepionki AstraZeneka?,Fake News,"Nie jest prawdą, że w szpitalu przy ul. Szaserów zmarło ostatnio niemal 30 młodych ludzi w związku z podaniem szczepionki przeciw Covid-19. „Dowiedziałem się (…) od znajomego lekarza z Szaserów, że z...", 14-06-2021
414,https://fakehunter.pap.pl/raport/c58b5786-6c3d-4594-955f-77d85c980d90,"Czy zakażenie czarnym grzybem grozi nie tylko chorym na Covid-19, lecz także osobom zaszczepionym na tę chorobę?",Fake News,"Szczepienie chroni przed COVID-19, a w konsekwencji również zmniejsza prawdopodobieństwo mukormykozy, na którą zapadają chorzy osłabieni koronawirusem – wyjaśnia prof. Agnieszka Kwiatek. „Pandemia C...", 14-06-2021
415,https://fakehunter.pap.pl/raport/d0a7cfa8-9c9e-46cc-9bd3-b934e2897851,Czy jarmuż „odcina ukrwienie nowotworów”?,Fake News,"Wprawdzie rzeczywiście jarmuż, podobnie jak inne warzywa należące do rodziny kapustowatych, ma potwierdzone badaniami pewne właściwości przeciwnowotworowe, jednak stwierdzenie, że roślina ta „odcina u...", 14-06-2021
416,https://fakehunter.pap.pl/raport/12dc7468-784c-4de4-b97b-46ff4c08b10c,"Czy nie ma żadnego dowodu epidemiologicznego ani naukowego, że szczepionki na cokolwiek i gdziekolwiek na świecie zadziałały.",Fake News,To nieprawda. Szczepienia ochronne okazały się najskuteczniejszym dotąd narzędziem zwalczania chorób zakaźnych (chronią̨ nas przed 26 chorobami zakaźnymi). Są na to liczne dowody: dzięki szczepieniom..., 14-06-2021
417,https://fakehunter.pap.pl/raport/aa2acb9b-d005-4a78-a408-3526f2e6cd91,Czy ozdrowieńcy i zaszczepieni na Covid-19 nie powinni długo przebywać na słońcu?,Fake News,"Fake news. Przechorowanie COVID-19 ani szczepienia nie mają tu nic do rzeczy. Zdaniem dermatologów skórę zawsze należy chronić przed nadmiarem słońca. Obecnie bardziej ze względu na fakt, że w ostatni...", 14-06-2021
